txn_id,amount,currency,amount_diff,date_diff,reference_similarity,historical_match_rate,system_load,sla_remaining,final_decision,human_override,is_correct_match
058f77dc-2510-4f13-b9e3-965b06d35470,362890.52,USD,0.0,0,1.0,0.9822183360063275,0.3446272765163345,12,AUTO_MATCH,0,1
32d45459-f346-478a-9b29-b403503a4b42,954802.54,USD,0.0,0,1.0,0.9449642814008172,0.14283093269452155,27,AUTO_MATCH,0,1
1cf4e4b6-deb9-4c4e-b521-95d757a14c38,597031.18,JPY,0.0,0,1.0,0.9745338500744423,0.24847838094478772,41,AUTO_MATCH,0,1
1da74dfa-8e09-4f88-bea8-4fedee1cbdc0,104961.81,GBP,0.0,0,1.0,0.9596207036695507,0.3212531368533946,36,AUTO_MATCH,0,1
7fb3af25-3a7e-4fbf-941b-c6cb36a91dc1,29160.49,USD,0.0,0,1.0,0.9615809837694537,0.22528359984470134,41,AUTO_MATCH,0,1
ee64997a-ae0b-45f0-843a-166552295f22,747872.29,EUR,43.366807097861376,30,0.5001781968581883,0.47658158839293274,0.6306577468277681,29,EXCEPTION,1,1
6af8c4b7-b23a-45b6-bb5d-9892170b9e8f,800872.55,GBP,0.0,0,1.0,0.9846229787253022,0.3992031332781978,31,AUTO_MATCH,0,1
1a85f54f-2710-4c59-a96c-614d03208b3a,258930.75,EUR,0.0,2,0.896138943084372,0.7120279105325601,0.49338853113771597,45,AUTO_MATCH,0,1
3903a51a-84d3-4bcb-b1ad-081ec8c3782d,984122.77,GBP,0.0,0,1.0,0.9416728044730045,0.1747260582688325,11,AUTO_MATCH,0,1
7f146377-39f3-43ea-b272-1059abb39c20,901969.87,GBP,0.0,0,1.0,0.9398936609776762,0.29889897873538296,9,AUTO_MATCH,0,1
fe3f80e0-f646-46fd-9bcc-51a6e32e9e2d,287232.19,GBP,0.0,0,1.0,0.9504477098349531,0.12022278100686021,17,AUTO_MATCH,0,1
fc065f06-eb28-4d41-a863-1b9f35c11e35,285750.52,JPY,0.0,0,1.0,0.9077050619389299,0.14942893960884487,25,AUTO_MATCH,0,1
4dfe08b2-a62d-4b99-b6e4-d3feefd16d27,526825.03,GBP,0.0,0,1.0,0.9121392729021623,0.2789475621600298,46,AUTO_MATCH,0,1
0ebeb1b4-9cfc-48eb-a783-bc6084849617,925146.16,EUR,0.0,0,1.0,0.9152762188203735,0.34335425072897496,5,AUTO_MATCH,0,1
933c8137-8671-4964-8fca-f8c63747d9cd,79208.58,USD,0.0,0,1.0,0.9162780304539591,0.21225174971521935,13,AUTO_MATCH,0,1
5bc2394a-bd78-43e1-9f90-97fde1a68976,707395.44,GBP,0.0,3,0.8620138899718497,0.7878251778409875,0.5609225279459611,10,AUTO_MATCH,0,1
9f9943d0-3139-49a7-8c19-f10dba54320b,28252.47,JPY,0.0,0,1.0,0.9801042749116814,0.5445212219179122,41,AUTO_MATCH,0,1
f1eae285-6106-4867-a73d-822bcf62584b,951883.17,JPY,0.0,0,1.0,0.9863206715300934,0.4584399572463931,24,AUTO_MATCH,0,1
13ec793b-9926-4cd8-9aee-26703b3cd411,167505.61,GBP,0.0,3,0.9014559986841963,0.7400783442925865,0.6265627447971766,14,AUTO_MATCH,0,1
39c56769-babf-470a-8f6b-a1c9d62a6b50,875506.48,EUR,0.0,0,1.0,0.9988233759489584,0.34370117147206525,19,AUTO_MATCH,0,1
b72bbce6-6ce2-4c93-9540-627c8cc85a18,863330.14,JPY,0.0,1,0.8636115877619418,0.8400426376621155,0.5035162666663141,7,AUTO_MATCH,0,1
8b994e34-6275-435f-99b3-e323c7697d69,119547.41,GBP,0.0,0,1.0,0.9158548803547445,0.4119989250238033,21,AUTO_MATCH,0,1
8e26242b-b949-4d13-a942-4bb1de12107a,926812.85,GBP,0.0,0,1.0,0.9961777271365119,0.5957839374599347,39,AUTO_MATCH,0,1
e2769e01-48de-408e-96bf-483dfd91da8c,95052.94,JPY,0.0,0,1.0,0.9717945182479428,0.41171106586523865,31,AUTO_MATCH,0,1
86eac8ec-1f48-49e6-a101-eb90b71882ac,815433.51,USD,0.0,1,0.8140237453419256,0.7219600655113612,0.49164904270315346,19,AUTO_MATCH,0,1
447274ba-b7e4-40c7-a184-c97915b790c8,725962.58,GBP,0.0,0,1.0,0.9831526658865142,0.30920702625927654,12,AUTO_MATCH,0,1
ca3cbcc8-fc8b-4559-8dbd-5eb1eccdcd64,783045.27,EUR,0.0,0,1.0,0.9074455223399343,0.11051486226695997,28,AUTO_MATCH,0,1
35d59c9a-7558-4f06-ac27-bd97da729980,894081.09,JPY,0.0,0,1.0,0.9535856815314884,0.19442238503069773,47,AUTO_MATCH,0,1
1654c1af-1211-4821-a040-6deb57dbd266,287237.1,JPY,0.0,0,1.0,0.9362873725523625,0.1453253471127194,26,AUTO_MATCH,0,1
a4adf1ff-a988-465c-8fbc-7489c9ad5b97,618749.66,GBP,0.0,0,1.0,0.9025624194217464,0.5381404477005391,35,AUTO_MATCH,0,1
f2f594a3-f55b-4a94-80bc-63cd57159990,707640.5,USD,0.0,0,1.0,0.9528279655656355,0.5530251710904438,18,AUTO_MATCH,0,1
c7364b30-bcaf-4925-9d8a-303b826ed51e,536105.37,EUR,0.0,0,1.0,0.913228680448414,0.5175615287498297,12,AUTO_MATCH,0,1
df100067-84ed-4c5e-a1f2-3923fa7027b4,453937.36,USD,0.0,3,0.8384969809284,0.8293620974986401,0.5275930779368962,32,AUTO_MATCH,0,1
9793e999-97d9-432b-aedd-56b4786e96ef,650433.58,JPY,0.0,0,1.0,0.9712367874703557,0.35369840728024005,10,AUTO_MATCH,0,1
88a611d5-4d3d-4f1a-b7ce-7da979e550bd,447048.26,JPY,0.0,0,1.0,0.9573384582209606,0.2663132738703501,24,AUTO_MATCH,0,1
2106131f-25c8-4b10-b425-6a448a673c75,687400.62,GBP,6338.97702790923,163,0.14348887240601513,0.046812391541596714,0.9271571919198591,10,EXCEPTION,0,0
27f53543-a615-4028-b803-99874d30c8f1,239263.78,GBP,0.0,0,1.0,0.9561254276356788,0.5449777386459325,26,AUTO_MATCH,0,1
8a98dc2c-e500-4534-a0fb-ed1e8dcf66b3,45592.71,EUR,0.0,0,1.0,0.9427687136746264,0.18652803860538716,24,AUTO_MATCH,0,1
cbdae947-bca7-4d93-9428-3c2f54846c2b,117375.09,USD,0.0,0,1.0,0.9536822020205357,0.1940625596958128,31,AUTO_MATCH,0,1
4fc4dd08-ee4d-4dcc-9258-d401867af726,798764.33,USD,0.0,0,1.0,0.9378042343789533,0.5546206335028082,17,AUTO_MATCH,0,1
61373bad-21d3-455c-a204-627abf8c601d,499430.68,JPY,0.0,2,0.9112312867328061,0.853676930967842,0.4120055105120147,7,AUTO_MATCH,0,1
e85830e5-fe2f-4206-9150-8494dd138470,407957.57,USD,8.432720588596823,6,0.5381523154691309,0.42411948671459354,0.7408211439460961,41,EXCEPTION,0,0
b62d7323-38f5-451f-9b20-edb9e03f41ac,212906.66,EUR,16.995083948043757,29,0.46978588337903476,0.5964172423015475,0.8824531584559239,43,EXCEPTION,0,0
ad3724b3-f8a8-4319-a4a6-242e90db4f08,784743.78,EUR,0.0,2,0.8573938514711297,0.8716812515694762,0.5002093745389898,38,AUTO_MATCH,0,1
d35ac945-074b-4630-a426-08b741364904,335579.02,EUR,0.0,0,1.0,0.9970944050592607,0.5307679859826095,24,AUTO_MATCH,0,1
634f21c6-f067-4491-9902-9ae826476be2,610850.08,USD,0.0,3,0.8310096399317655,0.7037863796322377,0.7895080948237252,37,AUTO_MATCH,0,1
b019e04f-d623-4e89-a009-25c44e9c2374,255370.56,USD,0.0,0,1.0,0.9741118677468854,0.2855970958820837,24,AUTO_MATCH,0,1
d622821b-de77-4e1d-b287-b54b7bd0964c,641918.2,GBP,0.0,0,1.0,0.9477118095177808,0.5370381971170646,41,AUTO_MATCH,0,1
91aa5976-b36e-45cc-96e3-a335978b23fe,10211.93,JPY,0.0,0,1.0,0.9319954010282765,0.1143210250296797,13,AUTO_MATCH,0,1
2fed02f5-cc89-4112-a467-305674f676a3,266618.12,JPY,0.0,0,1.0,0.9253678545489166,0.49015709998941315,18,AUTO_MATCH,0,1
396a1401-2ba6-4d76-82e7-45d9cefc0a8c,901360.77,GBP,0.0,1,0.860581882551193,0.781725859551293,0.6907900329245278,24,AUTO_MATCH,0,1
